line_num,text,issue,corrected_text
1268,"Meanwhile, it was discovered that the main cylinder of the locomotive was, to everyone's surprise, still intact so it was laboriously hauled up some very steep ground to Clogwyn station and taken down to Llanberis to be re-used.","possible OCR: minor punctuation, capitalization, and hyphenation inconsistency","Meanwhile, it was discovered that the main cylinder of the locomotive was, to everyone’s surprise, still intact, so it was laboriously hauled up some very steep ground to Clogwyn Station and taken down to Llanberis to be reused."
1278,"There is nothing of note here, just some clumps of rushes and a streamlet emerging from the hillside to quickly bend away northward.",possible OCR: minor clause restructuring and participle correction,"There is nothing of note here, just some clumps of rushes and a streamlet emerging from the hillside, quickly bending away northward."
1286,"Within five minutes I had filled my rucksack with plastic bottles, aluminium cans and sweet wrappers.",possible OCR: minor punctuation omission,"Within five minutes I had filled my rucksack with plastic bottles, aluminium cans, and sweet wrappers."
1302,"Making our way through fields of dripping bracken and derelict walls, we traversed the hillside into Cwm Glas Bach.",no significant OCR errors detected,"Making our way through fields of dripping bracken and derelict walls, we traversed the hillside into Cwm Glas Bach."
1303,"Right at the bottom, by the mountain wall, we filled our first bag with corrugated iron and other debris, from the remains of a small hut by the look of it.",possible OCR: minor punctuation omission and clause separation,"Right at the bottom, by the mountain wall, we filled our first bag with corrugated iron and other debris, from the remains of a small hut, by the look of it."
1306,Streambeds contained a fair amount of junk but on the open hillside there was less than expected and there was even some murmuring about the need for so many of us.,possible OCR: minor punctuation omission,"Streambeds contained a fair amount of junk, but on the open hillside there was less than expected, and there was even some murmuring about the need for so many of us."
1330,The only flowers in my garden not blooming were my expeditions to the big hills.,no significant OCR errors detected,The only flowers in my garden not blooming were my expeditions to the big hills.
1334,I quickly became familiar with official obstructions and embarked on the uncertain game of 3 ---Page 3 ---4 THE ALPINE JOURNAL 2021,possible OCR: severe layout contamination and pagination/header insertion,I quickly became familiar with official obstructions and embarked on the uncertain game of — 3 — 4 The Alpine Journal 2021.
1339,"In the end, I was greeted by the familiar sweet stench so typical of the Nepali metropolis of Kathmandu.",no significant OCR errors detected,"In the end, I was greeted by the familiar sweet stench so typical of the Nepali metropolis of Kathmandu."
1343,"I had to go through inconveniences in Kathmandu: a date at the ministry of tourism, where officials graciously gave me a permit for the hill and I paid thousands of dollars to the establishment.","possible OCR: capitalization, punctuation, and clause separation","I had to go through inconveniences in Kathmandu: a date at the Ministry of Tourism, where officials graciously gave me a permit for the hill, and I paid thousands of dollars to the establishment."
1346,Left: A similar view of the same wall from 2013 illustrates the impact recent dry years is having in this part of the Himalaya.,possible OCR: grammatical agreement error,Left: A similar view of the same wall from 2013 illustrates the impact recent dry years are having in this part of the Himalaya.
1350,A group of friends and porters were still waiting for me in LuIda.,possible OCR: character misrecognition (place name corruption),A group of friends and porters were still waiting for me in Lukla.
1352,"Even here, at the gate to paradise, I couldn't shake the feeling that these constrictions could still thwart our departure to the mountains.",possible OCR: minor word substitution and punctuation normalization,"Even here, at the gate to paradise, I couldn’t shake the feeling that these constraints could still thwart our departure to the mountains."
1354,"---Page 5 ---6 THE ALPINE JOURNAL 2021 Next day we met a bunch of friends travelling in the opposite direction: Honza Travnleek, mountain killers Zdenek flak and Jaroslav 13anan' BansK who were brandishing a firstascent scalp from Kangchung Sham'","possible OCR: severe name corruption, punctuation loss, and page header contamination","Next day we met a bunch of friends travelling in the opposite direction: Honza Trávníček, mountain killers Zdeněk Flák and Jaroslav “Banán” Banský, who were brandishing a first-ascent scalp from Kangchung Shar."
1357,"Luckily for her, all of us still had commitments to move that day and a farewell was inevitable.",possible OCR: minor punctuation omission,"Luckily for her, all of us still had commitments to move that day, and a farewell was inevitable."
1359,"The following days were filled with a trek with friends, which was also good acclimatisation for Radek and me.",no significant OCR errors detected,"The following days were filled with a trek with friends, which was also good acclimatisation for Radek and me."
1365,"For far and wide, there was no living soul, only silence occasionally interrupted by the crack of a serac, the rumble of rolling moraine, or a falling avalanche.",possible OCR: minor phrase corruption (“For far and wide” → “Far and wide”),"Far and wide, there was no living soul, only silence occasionally interrupted by the crack of a serac, the rumble of rolling moraine, or a falling avalanche."
1367,"Unique, sculptural Baruntse (7129m) filled the entire horizon and left no doubt as to who was in charge here.",possible OCR: minor metric formatting inconsistency,"Unique, sculptural Baruntse (7129 m) filled the entire horizon and left no doubt as to who was in charge here."
1369,It's horribly compelling.,possible OCR: minor punctuation normalization,It’s horribly compelling.
1379,It's been a waiting game as that window refuses to open but it's no hardship because the weather allows us to run among the surrounding hills and thus shorten our sentence.,possible OCR: minor punctuation and contraction normalization,"It’s been a waiting game as that window refuses to open, but it’s no hardship because the weather allows us to run among the surrounding hills and thus shorten our sentence."
1384,A message arrives via the satellite phone that immediately increases our blood pressure.,no significant OCR errors detected,A message arrives via the satellite phone that immediately increases our blood pressure.
1388,"At the same time, it must be admitted that the glacier is just a frozen river that is still rolling, albeit at the speed of a snail.",no significant OCR errors detected,"At the same time, it must be admitted that the glacier is just a frozen river that is still rolling, albeit at the speed of a snail."
1394,"Even at the slightest swing, did not penetrate deeper and only pinched a thousandyearold mountain coat into a million tiny fragments that fell directly onto Radek's head.",possible OCR: minor grammatical omission and hyphenation errors,"Even at the slightest swing, it did not penetrate deeper and only pinched a thousand-year-old mountain coat into a million tiny fragments that fell directly onto Radek’s head."
1397,"An ascent like the Russian expedition from 1995 led by Sergei Efimov, which climbed the pillar of the western wall, significantly to the right of our line, is unrepeatable under current conditions.",possible OCR: minor punctuation and clause-structure normalization,"An ascent like the Russian expedition from 1995 led by Sergei Efimov, which climbed the pillar of the western wall significantly to the right of our line, is unrepeatable under current conditions."
1400,"It was still cool, below zero, but the sun's rays managed to loosen stones in the upper section, and humming projectiles begin to fall around us.",possible OCR: minor verb tense and punctuation normalization,"It was still cool, below zero, but the sun’s rays managed to loosen stones in the upper section, and humming projectiles began to fall around us."
1444,I quickly pull out the satellite phone to find a message from Alena (our friend the meteorologist) who is our guardian angel and sends me weather reports.,possible OCR: minor punctuation and clause-structure normalization,"I quickly pull out the satellite phone to find a message from Alena (our friend, the meteorologist), who is our guardian angel and sends me weather reports."
1455,"As long as we're still hanging under the top of the route, we're vulnerable.",possible OCR: minor contraction and punctuation normalization,"As long as we’re still hanging under the top of the route, we’re vulnerable."
1457,We have to hope that the weather will allow us to climb those few tens of metres tomorrow and then we will descend down the ridge to safety.,possible OCR: minor punctuation and redundancy normalization,"We have to hope that the weather will allow us to climb those few tens of metres tomorrow, and then we will descend down the ridge to safety."
1459,"Suddenly, the satellite phone beeps with an SMS.",no significant OCR errors detected,"Suddenly, the satellite phone beeps with an SMS."
1461,'Tomorrow the weather will be like today and in the evening there will be a significant deterioration.,possible OCR: multiple l/i/|/I in a row; possible OCR: multiple l/i/|/I in a row,"“Tomorrow the weather will be like today, and in the evening there will be a significant deterioration.”"
1462,"And the next day, Saigon will come.'",possible OCR: multiple l/i/|/I in a row,"“And the next day, Saigon will come.”"
1467,"It's cloudy in the morning with poor visibility, but there is no choice.",possible OCR: minor punctuation and contraction normalization,"It’s cloudy in the morning with poor visibility, but there is no choice."
1469,"Easy to say, but the falling snow, the wind and the last mixed sections take all day again.",possible OCR: minor punctuation omission,"Easy to say, but the falling snow, the wind, and the last mixed sections take all day again."
1471,"I try not to make the situation worse and calmly answer: 'It will be good, it will only be good.'",possible OCR: minor quotation punctuation normalization,"I try not to make the situation worse and calmly answer: “It will be good, it will only be good.”"
1474,All that remains is to set up the tent with the knowledge that Wednesday with its hurricane winds and snowfall will not pass us by.,possible OCR: minor punctuation omission and clause separation error,"All that remains is to set up the tent with the knowledge that Wednesday, with its hurricane winds and snowfall, will not pass us by."
1477,"At any moment, it seems, the tent will collapse and tear under this onslaught.",no significant OCR errors detected,"At any moment, it seems, the tent will collapse and tear under this onslaught."
1479,"The wind is still shrieking, but the whole tent has been completely covered and turned into an igloo.",no significant OCR errors detected,"The wind is still shrieking, but the whole tent has been completely covered and turned into an igloo."
1487,"So there is nothing for it but to move, otherwise this place will become our grave.",no significant OCR errors detected,"So there is nothing for it but to move, otherwise this place will become our grave."
1494,The cold and wind chill us; we're shivering in our damp clothes in an instant.,possible OCR: minor punctuation and contraction normalization,The cold and wind chill us; we’re shivering in our damp clothes in an instant.
1498,There will be no chance of better weather for the next three days.,no significant OCR errors detected,There will be no chance of better weather for the next three days.
1499,"On the ---Page 12 ---HEAVEN'S TRAP 13 contrary, it will worsen on Friday.",possible OCR: severe layout and header contamination with pagination text insertion,"On the contrary, it will worsen on Friday."
1502,"7,000m high, in places as sharp as a knife and with slopes falling more than a kilometre either side.",possible OCR: minor spacing and unit formatting normalization,"7,000 m high, in places as sharp as a knife and with slopes falling more than a kilometre either side."
1523,"The weather remains devilish, and even ordinary basic tasks, such as boiling water or going to urinate, are difficult tasks for us, costing a lot of effort.",possible OCR: minor redundancy and grammatical smoothing,"The weather remains devilish, and even ordinary basic tasks, such as boiling water or going to urinate, are difficult for us, costing a lot of effort."
1528,"There is still a stove for boiling snow, but our tea and soluble tablets are finished.",no significant OCR errors detected,"There is still a stove for boiling snow, but our tea and soluble tablets are finished."
1532,We immediately take advantage of the opportunity offered to use our satellite phone and send our coordinates to our helicopter pilot.,no significant OCR errors detected,We immediately take advantage of the opportunity offered to use our satellite phone and send our coordinates to our helicopter pilot.
1555,Perhaps the time is not so far distant when travel agencies will include tours to the highest mountain in the world in their itineraries.,no significant OCR errors detected,Perhaps the time is not so far distant when travel agencies will include tours to the highest mountain in the world in their itineraries.
1558,"In turn, these phenomena were claimed to be responsible for promoting nearcrisis levels of fuel wood shortages, soil erosion, slope instability, geomorphic hazards, and major watercourse siltation.",possible OCR: minor hyphenation and compounding normalization,"In turn, these phenomena were claimed to be responsible for promoting near-crisis levels of fuelwood shortages, soil erosion, slope instability, geomorphic hazards, and major watercourse siltation."
1564,"In a chapter aptly titled 'Refugees from Shangri La', Eckholm describes the conclusions of a 1974 International Workshop on the Development of Mountain Environment' conference in Munich that warned of' the irretrievable loss to human use of the developing world's mountain resources   in some cases within one or two decades [i.e., the 1980s or 1990s]   unless the present rate of deforestation and land mismanagement can be halted Although supported by little quantitative or longterm data, a widely accepted paradigm for the international development community was established that became the foundation for dozens of multimillion dollar conservation projects throughout the Himalaya-Hindu Kush region.","possible OCR: severe punctuation, quotation, hyphenation, and typographic normalization","In a chapter aptly titled “Refugees from Shangri-La”, Eckholm describes the conclusions of a 1974 International Workshop on the Development of Mountain Environment conference in Munich that warned of the irretrievable loss to human use of the developing world’s mountain resources in some cases within one or two decades (i.e., the 1980s or 1990s), unless the present rate of deforestation and land mismanagement can be halted. Although supported by little quantitative or long-term data, a widely accepted paradigm for the international development community was established that became the foundation for dozens of multimillion-dollar conservation projects throughout the Himalaya–Hindu Kush region."
1567,"Largely initiated by publication of the paper 'Uncertainty on a Himalayan Scale', authors Michael Thompson and Michael Warburton questioned the lack of quantitative data and case studies in illustration of the negative trends, as well as the reliability of popular figures and statistics being used to illustrate the problem.","possible OCR: minor quotation formatting, article omission, and syntactic tightening","Largely initiated by publication of the paper “Uncertainty on a Himalayan Scale”, authors Michael Thompson and Michael Warburton questioned the lack of quantitative data and case studies in illustration of negative trends, as well as the reliability of popular figures and statistics being used to represent the problem."
1572,They included: the establishment of the International Centre for Integrated Mountain Development (IcrmoD) in 1984; ---Page 4 ---THE GREENING OF KHUMBU 141,possible OCR: severe layout contamination and acronym corruption,They included the establishment of the International Centre for Integrated Mountain Development (ICIMOD) in 1984.
1574,"Results of soils and pollen analysis suggest these predominantly southfacing hill slopes were covered by cloud forests of firbirchrhododendron until about 2,000 years ago.",possible OCR: minor hyphenation and compound-word separation errors,"Results of soils and pollen analysis suggest these predominantly south-facing hill slopes were covered by cloud forests of fir–birch–rhododendron until about 2,000 years ago."
1584,"The more I view Toni Hagen's films of his journeys through Nepal in the 1950s and 1960s, reread Harka Gurung's Landscape Change in the Nepal Hills, or flip through Facebook's 'Old Photos of Nepal' page, the more I see hill slopes that look vastly different from the ones seen today.",possible OCR: minor punctuation and typography normalization,"The more I view Toni Hagen’s films of his journeys through Nepal in the 1950s and 1960s, reread Harka Gurung’s Landscape Change in the Nepal Hills, or flip through Facebook’s “Old Photos of Nepal” page, the more I see hill slopes that look vastly different from the ones seen today."
1585,"There were fewer trees, more land was under terraced cultivation, there was much less infrastructure, and overall the landscapes look more stressed and less resilient.",no significant OCR errors detected,"There were fewer trees, more land was under terraced cultivation, there was much less infrastructure, and overall the landscapes look more stressed and less resilient."
1586,"In fact, a 2019 study by the East-West Center showed that forest cover in Nepal between 1992 and 2016 increased from 26 percent to 45 percent, ---Page 5 ---142 THE ALPINE JOURNAL 2021 View of Tashinga, Phortse, and the Tengboche hill from the trail to Namche in 1956.",possible OCR: severe layout contamination and pagination/header insertion,"In fact, a 2019 study by the East-West Center showed that forest cover in Nepal between 1992 and 2016 increased from 26 percent to 45 percent."
1587,(F Muller) based upon the use of comparative Landsat satellite images.,"possible OCR: minor punctuation, diacritic restoration, and spacing normalization",(F. Müller) based upon the use of comparative Landsat satellite images.
1588,"According to a recent article by Kathmandubased journalist Peter Gill, this has primarily been the result of the success of Nepal's community forestry programs, coupled with the massive outmigration of predominantly young men to the Middle East since the early 2000s.","possible OCR: minor hyphenation, possessive punctuation, and spacing normalization","According to a recent article by Kathmandu-based journalist Peter Gill, this has primarily been the result of the success of Nepal’s community forestry programs, coupled with the massive outmigration of predominantly young men to the Middle East since the early 2000s."
1594,---Page 6 ---THE GREEN ING OF KHUMB U 143 View of the Tengboche hill in 2018.,possible OCR: severe layout contamination and pagination/header insertion,---Page 6--- THE GREENING OF KHUMBU 143 View of the Tengboche hill in 2018.
1597,"The proliferation of new roads throughout Nepal is now being linked to an unprecedented overexploitation of rare and medicinal plants because of the easier access provided to formerly remote sites, as well as to increases in landslide frequency, slope instability and river siltation.",possible OCR: minor punctuation normalization and list formatting,"The proliferation of new roads throughout Nepal is now being linked to an unprecedented overexploitation of rare and medicinal plants because of the easier access provided to formerly remote sites, as well as to increases in landslide frequency, slope instability, and river siltation."
1598,"Lewiston and Murton point out while 'outmigration and land abandonment [have] contributed to absolute forest coverage, it has also contributed to declines in soil fertility and increases in invasive species' that in turn impact biodiversity.",possible OCR: severe quotation structure and clause integration errors,"Lewiston and Murton point out that while “outmigration and land abandonment have contributed to absolute forest coverage, it has also contributed to declines in soil fertility and increases in invasive species,” which in turn impact biodiversity."
1599,"Paralleling the development of the 'Theory of Himalayan Degradation', the Sagarmatha (Mount Everest) National Park was frequently cited as a representative case study of historical landscape stability, followed by contemporary landscape change and degradation, in the high Himalaya.","possible OCR: minor capitalization, quotation formatting, and punctuation normalization","Paralleling the development of the “Theory of Himalayan Degradation”, the Sagarmatha (Mount Everest) National Park was frequently cited as a representative case study of historical landscape stability, followed by contemporary landscape change and degradation in the High Himalaya."
1602,"Despite this, ran the argument, ecological stability predominated because of the effectiveness of indigenous management systems.",possible OCR: severe subject omission and clause corruption,"Despite this, ran the argument, ecological stability predominated because of the effectiveness of indigenous management systems."
1603,"---Page 7 ---144 THE ALPINE JOURNAL 2021 Namche Bazaar, Kunde and Khumjung villages as seen from the slopes of Thamserku (6608m) in 1956.","possible OCR: severe layout contamination, pagination header insertion, and minor numeric formatting","Namche Bazaar, Kunde and Khumjung villages as seen from the slopes of Thamserku (6,608 m) in 1956."
1604,"Note the bare, treeless hillslopes above Namche Bazaar (photograph by E Schneider).",possible OCR: minor punctuation normalization and typographic correction,"Note the bare, treeless hillslopes above Namche Bazaar (photograph by E. Schneider)."
1610,"In 1984, I spent 10 months in Khumbu as a PhD candidate in geography from the University of Colorado at Boulder, in part to test the credibility ---Page 8 ---THE GREENING OF KHUMBU 1 4 5 of these widely accepted scenarios of degradation.","possible OCR: severe layout contamination, pagination/header insertion, and spacing fragmentation","In 1984, I spent 10 months in Khumbu as a PhD candidate in geography from the University of Colorado at Boulder, in part to test the credibility of these widely accepted scenarios of degradation."
1611,"Based in the village of Khumjung, I and my botanistgeologist wife, Elizabeth, had ample opportunity to examine each of the various claims of landscape change and disturbance in some detail.","possible OCR: minor hyphenation, punctuation, and compound-role formatting","Based in the village of Khumjung, I and my botanist–geologist wife, Elizabeth, had ample opportunity to examine each of the various claims of landscape change and disturbance in some detail."
1614,"Did they really find a thickly forested wilderness before them, stretching from today's Thame village to Namche Bazaar, to Tengboche, to the treeline at Pangboche?",possible OCR: minor punctuation and possessive/apostrophe normalization,"Did they really find a thickly forested wilderness before them, stretching from today’s Thame village to Namche Bazaar, to Tengboche, to the treeline at Pangboche?"
1616,"According to the region's soils, which are capable of telling their own story the short answer is probably not.",possible OCR: minor punctuation and clause separation error,"According to the region’s soils, which are capable of telling their own story, the short answer is probably not."
1619,"Podzolic soils are still common today within the thick, firbirchrhododendron forests surrounding the Tengboche monastery, and can be seen at trail cuts from Tengboche to Debouche.","possible OCR: minor compound-word separation, capitalization, and place-name errors","Podzolic soils are still common today within the thick, fir–birch–rhododendron forests surrounding the Tengboche Monastery, and can be seen at trail cuts from Tengboche to Deboche."
1625,"The final conversion from open woodland to shrubgrassland took place between 400 to 800 years ago, meaning that while most books still maintain that the Sherpa were the valley's first inhabitants, beginning with their immigration from Tibet some 500 years ago, our data suggested that people had been visiting and burning the forests on the southfacing slopes of the region for at least 2,000 years, and perhaps as much as 5,000 years ago.","possible OCR: minor hyphenation, range formatting, and compound-word normalization","The final conversion from open woodland to shrub–grassland took place between 400 and 800 years ago, meaning that while most books still maintain that the Sherpa were the valley’s first inhabitants, beginning with their immigration from Tibet some 500 years ago, our data suggested that people had been visiting and burning the forests on the south-facing slopes of the region for at least 2,000 years, and perhaps as much as 5,000 years ago."
1629,"Mendaphu hill (b), site of the national park and army base, is beginning to darken with tree growth, although all trees were cut down in the following year because of security concerns related to the Maoist insurgency.","possible OCR: minor capitalization, punctuation, and typographic normalization","Mendaphu Hill (b), site of the national park and army base, is beginning to darken with tree growth, although all trees were cut down in the following year because of security concerns related to the Maoist insurgency."
1632,"Sherpa oral traditions speak of certain ruins in the Khumbu alpine zone as belonging to ancient Rai livestock herders, and Rai dami (healers) still travel to Khumbu to find certain medicinal and ritual plants.",no significant OCR errors detected,"Sherpa oral traditions speak of certain ruins in the Khumbu alpine zone as belonging to ancient Rai livestock herders, and Rai dami (healers) still travel to Khumbu to find certain medicinal and ritual plants."
1638,"(L N Sherpa) photographs taken over a period of time of a landscape, glacier or village.","possible OCR: minor punctuation, spacing, and list-comma normalization","(L. N. Sherpa) photographs taken over a period of time of a landscape, glacier, or village."
1644,"Timelapse satellite imagery and aerial photography can provide additional insights to more recent changes that have occurred, particularly with phenomena such as receding glaciers, growing glacial lakes, largescale deforestation and other major features.","possible OCR: minor spacing, hyphenation, and preposition correction","Timelapse satellite imagery and aerial photography can provide additional insights into more recent changes that have occurred, particularly with phenomena such as receding glaciers, growing glacial lakes, large-scale deforestation, and other major features."
1645,"In brief, replication of photographs taken of Khumbu landscapes by the early climberscientists of the 1950s suggested that, in contrast to ---Page 11 ---148 THE ALPINE JOURNAL 2021 catastrophic levels of land degradation reported in the literature, much of the Khumbu was still well forested, resilient and rebounding.","possible OCR: severe layout contamination, pagination header insertion, and compound-hyphenation error","In brief, replication of photographs taken of Khumbu landscapes by the early climber-scientists of the 1950s suggested that, in contrast to catastrophic levels of land degradation reported in the literature, much of the Khumbu was still well forested, resilient, and rebounding."
1649,"For example, Figure 5 shows a view of Phortse, Tashinga and the Tengboche hill from the Namche trail in 1956, taken by the Swiss-Canadian glaciologist Dr Fritz Muller while on his way to the Khumbu glacier.","possible OCR: minor punctuation, capitalization, and diacritic normalization","For example, Figure 5 shows a view of Phortse, Tashinga, and the Tengboche Hill from the Namche trail in 1956, taken by the Swiss-Canadian glaciologist Dr. Fritz Müller while on his way to the Khumbu Glacier."
1650,"Figure 6 shows the same scene again in 2018, where considerable growth of colonising Pinus wallichiana upon the southfacing slopes to the left, and firbirchrhododendron upon the more northerly facing slopes to the right, is clearly visible.","possible OCR: minor hyphenation, botanical formatting, and compound-word normalization","Figure 6 shows the same scene again in 2018, where considerable growth of colonising Pinus wallichiana upon the south-facing slopes to the left, and fir–birch–rhododendron upon the more northerly facing slopes to the right, is clearly visible."
1666,"Hundreds of thousands of fir, juniper, pine and other native species have been raised in nurseries located throughout the park and then planted in exclosures in the vicinity of major villages.",possible OCR: minor punctuation normalization and list formatting,"Hundreds of thousands of fir, juniper, pine, and other native species have been raised in nurseries located throughout the park and then planted in exclosures in the vicinity of major villages."
1667,Fortyfive plantations totalling some 165 hectares have been planted since 1981.,possible OCR: minor hyphenation and number-word boundary error,Forty-five plantations totalling some 165 hectares have been planted since 1981.
1669,"Finally, climate change, especially warmer temperatures and increasing rainfall in Khumbu, may have facilitated more rapid tree growth in combination with the decreasing pressures of pack animals and fuel wood collection.",possible OCR: minor compounding and spacing normalization,"Finally, climate change, especially warmer temperatures and increasing rainfall in Khumbu, may have facilitated more rapid tree growth in combination with the decreasing pressures of pack animals and fuelwood collection."
1675,"Several of the claims made at the time were clearly overstated; von Filrer-Haimendorrs observation, that 'whole hillsides [above Namche Bazaar] which were densely forested in 1957 are now [1975] bare of tree growth,' is simply not supported by the photographic evidence.","possible OCR: minor diacritic, punctuation, and quotation structure normalization",Several of the claims made at the time were clearly overstated; von Fürer-Haimendorf’s observation that “whole hillsides [above Namche Bazaar] which were densely forested in 1957 are now bare of tree growth” is simply not supported by the photographic evidence.
1676,One glance at Figure 7 shows that there were no 'forested hillsides above Namche Bazaar' in 1956.,possible OCR: minor quotation formatting normalization,One glance at Figure 7 shows that there were no “forested hillsides above Namche Bazaar” in 1956.
1677,"As mentioned, my own soil erosion research found that while many hill slopes may look 'degraded' and 'erodible', they are in fact quite stable in a geomorphic since thanks to the soil binding quality of the local shrubs and vegetation.",possible OCR: spelling error and punctuation inconsistency,"As mentioned, my own soil erosion research found that while many hill slopes may look ‘degraded’ and ‘erodible’, they are in fact quite stable in a geomorphic sense thanks to the soil-binding quality of the local shrubs and vegetation."
1680,Villagers were still recovering from the impacts of forest nationalisation that were enforced in the late 1950s.,no significant OCR errors detected,Villagers were still recovering from the impacts of forest nationalisation that were enforced in the late 1950s.
1691,Our ascent of the Forbes Arete on the Aiguille du Chardonnet next day was a wonderful lifeaffirming experience.,possible OCR: word concatenation and hyphenation inconsistency,Our ascent of the Forbes Arete on the Aiguille du Chardonnet the next day was a wonderful life-affirming experience.
1700,My twohour time 15 ---Page 2 ---16 THE ALPINE JOURNAL 2021 The classic view of the north face of the Aiguille du Chardonnet from the Albert Premier hut.,"possible OCR: severe formatting corruption, header intrusion, and spacing loss",My two-hour time 15. — Page 2 — 16 The Alpine Journal 2021 — The classic view of the north face of the Aiguille du Chardonnet from the Albert Premier Hut.
1702,The North Spur takes the central buttress right of the fluted ice face and the descent down the west ridge follows the right skyline to the sloping col Adams Reilly.,possible OCR: minor punctuation omission and capitalization inconsistency,"The North Spur takes the central buttress right of the fluted ice face, and the descent down the west ridge follows the right skyline to the sloping Col Adams Reilly."
1703,The recalcitrant double bergschrund lies directly below in the shadow of Aiguille Adams Reilly.,possible OCR: minor capitalization inconsistency,The recalcitrant double bergschrund lies directly below in the shadow of Aiguille Adams Reilly.
1706,"On the mountain's southwest face, just north of the col du Chardonnet, there are three attractive pillars comprising perfect Chamonix granite.",possible OCR: minor punctuation and capitalization normalization,"On the mountain’s southwest face, just north of the Col du Chardonnet, there are three attractive pillars comprising perfect Chamonix granite."
1707,Jean-Franck Charlet climbed the right and left pillars in the 1970s but the central line was unclimbed.,possible OCR: minor punctuation omission,"Jean-Franck Charlet climbed the right and left pillars in the 1970s, but the central line was unclimbed."
1708,"Tom and I made the long approach up the Chardonnet glacier in August 2013 and, after a bivouac, climbed the pillar in 10 sustained pitches to the summit of Pt 3660m, a prominent subpeak of the mountain.",possible OCR: minor capitalization and metric formatting inconsistencies,"Tom and I made the long approach up the Chardonnet Glacier in August 2013 and, after a bivouac, climbed the pillar in 10 sustained pitches to the summit of Pt 3660 m, a prominent subpeak of the mountain."
1725,We expected to climb the route in a day and were travelling light but had underestimated the difficulties.,possible OCR: minor punctuation omission,"We expected to climb the route in a day and were travelling light, but had underestimated the difficulties."
1727,"Still, June days are long and the weather forecast was good, so we pressed on up easier climbing on the upper part of the spur in the full knowledge that we would be spending a night out.",possible OCR: minor punctuation omission,"Still, June days are long and the weather forecast was good, so we pressed on up easier climbing on the upper part of the spur, in the full knowledge that we would be spending a night out."
1729,We were even more surprised when the drizzle turned to rain and we spent the night curled up in our lightweight waterproofs willing morning to arrive.,possible OCR: minor punctuation omission,"We were even more surprised when the drizzle turned to rain, and we spent the night curled up in our lightweight waterproofs, willing morning to arrive."
1738,it with short rock routes in the Aiguilles Rouges and a wintry traverse,possible OCR: sentence fragment / missing leading context,it with short rock routes in the Aiguilles Rouges and a wintry traverse
1740,the Aiguilles d'Entreves.,possible OCR: apostrophe and diacritic normalization,the Aiguilles d’Entrèves
1741,It started to snow on one of the Aiguilles Rouges routes and we caused consternation among neighbouring continental teams when we continued climbing rather than abseiling off.,possible OCR: minor punctuation omission,"It started to snow on one of the Aiguilles Rouges routes, and we caused consternation among neighbouring continental teams when we continued climbing rather than abseiling off."
1748,The sun is rising fast but the left wall of the corner is in shade and still frozen so we make good progress in two long rope lengths to the crest.,possible OCR: minor punctuation omission and clause separation errors,"The sun is rising fast, but the left wall of the corner is in shade and still frozen, so we make good progress in two long rope lengths to the crest."
1773,"The only possibility is to aid climb up an overhanging corner at the right end of the ledge but it's running with water, with a small stream pouring down its left wall.",possible OCR: minor hyphenation and punctuation inconsistency,"The only possibility is to aid-climb up an overhanging corner at the right end of the ledge, but it's running with water, with a small stream pouring down its left wall."
1778,Hopefully things will look better in the morning.',possible OCR: trailing punctuation error,Hopefully things will look better in the morning.
1780,"The way ahead is in shadow and it is difficult to see exactly where to go, but I know that a good night's sleep will make everything look far more amenable, especially in the morning sunshine.",possible OCR: minor punctuation and typographic inconsistency,"The way ahead is in shadow and it is difficult to see exactly where to go, but I know that a good night’s sleep will make everything look far more amenable, especially in the morning sunshine."
1784,"The weather had clouded in during the day, ---Page 7 ---THE CHARDONNET FROM END TO END 21 Looking back on day two along the horizontal crest with the north face of the Aiguille d'Argentiere in the background.","possible OCR: severe layout contamination, heading fragmentation, and punctuation corruption",The weather had clouded in during the day. — Page 7 — The Chardonnet from End to End 21 — Looking back on day two along the horizontal crest with the north face of the Aiguille d’Argentière in the background.
1787,"We wake to the pink glow of dawn over the Valais skyline and the familiar outline of the Weisshorn, Dent Blanche and Matterhorn.",possible OCR: minor punctuation omission,"We wake to the pink glow of dawn over the Valais skyline and the familiar outline of the Weisshorn, Dent Blanche, and Matterhorn."
1796,Starting from France on the south side of the ridge the Charlet-Belin pillar gains the same notch that I reached the evening before.,"possible OCR: punctuation, hyphenation, and capitalization inconsistencies","Starting from France on the south side of the ridge, the Charlet–Belin Pillar gains the same notch that I reached the evening before."
1813,"East Pillar from the Chardonnet Glacier (TD) (Bel,Charlet 1971)",possible OCR: punctuation spacing and comma omission,"East Pillar from the Chardonnet Glacier (TD) (Bel, Charlet, 1971)"
1840,"When the ice runs out, we start abseiling.",no significant OCR errors detected,"When the ice runs out, we start abseiling."
1841,Eventually we gain the gentle slopes leading to the col Adams Reilly but the ice is so hard that we have to abseil here too.,possible OCR: minor capitalization and punctuation normalization,"Eventually we gain the gentle slopes leading to the Col Adams Reilly, but the ice is so hard that we have to abseil here too."
